added,address,amenities,area,bath,bedrooms,currency,deal_type,description,home_url,house_type,is_titanium,is_trusted,is_verified,location,price,price_in_rupees,purpose,title,type
1 hour ago,"DHA 9 Town, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features'], 'Rooms': ['Bedrooms: 3', 'Bathrooms: 4', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Store Rooms', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Sauna', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",5 Marla,4,3,PKR,,"TOP LOCATION,SYED BROTHERS OFFERS ,3 bedrooms with attached bathrooms ,2 TV lounges drawing ,proper kitchen,Powder ,cars parking space ,conatact for more information:-M Akmal",https://www.zameen.com/Property/dha_defence_dha_9_town_brand_new_bungalow_sale_at_top_location-51627803-1452-1.html,House,no,yes,no,"DHA Defence, Lahore, Punjab",2 Crore,20000000.0,For Sale,BRAND NEW BUNGALOW SALE AT TOP LOCATION,
1 hour ago,"DHA Phase 1, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 25', 'Parking Spaces', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features'], 'Rooms': ['Bedrooms: 7', 'Bathrooms: 7', 'Servant Quarters', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Store Rooms', 'Lounge or Sitting Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Security Staff']}",1 Kanal,7,7,PKR,,"We offer 1 - Kanal Residential ideal location House ,7Badroom ,8 Bathroom,2 Kitchen near to park near masjad Very Good Candetion House ,very reasonable price. It is the best opportunity available for both Constitution and investment. All basis facilities available at a touching distance. Best time for buyers to invest in this slum market. Feel free to contact on given number",https://www.zameen.com/Property/dha_defence_dha_phase_1_dha_phase_1_kanal_house_for_sale_good_candetion_house_in_dha_lahore-51444534-1442-1.html,House,no,no,no,"DHA Defence, Lahore, Punjab",4.75 Crore,47500000.0,For Sale,DHA Phase 1 Kanal House For Sale Good Candetion House In DHA Lahore,
1 hour ago,"Park View City, Lahore, Punjab","{'Rooms': ['Bedrooms: 3', 'Bathrooms: 4', 'Drawing Room', 'Dining Room', 'Kitchens: 2']}",3.5 Marla,4,3,PKR,,"* Sarina's builder offers you Ready houses on cash (Full Paid). ,* We are also deal Homes on Installments & delivered in 4 to 6 months as per your selected design or Map (3 years Easy installments Plan),* Model houses available for visit (For installments/construction Plan),* For installments plan House pictures are used as Sample Houses.",https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_brand_new_house_in_park_view_city_lahore-51627816-1466-1.html,House,yes,yes,no,"Park View City, Lahore, Punjab",1.1 Crore,11000000.0,For Sale,3 Years Installment Plan Luxury Brand New House In Park View City Lahore,
1 hour ago,"Bankers Avenue Cooperative Housing Society, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 2', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 1', 'Other Main Features'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",18 Marla,5,5,PKR,,"Brand New house ,5 , , 2 , 2 ,H ,A ,l 24 7 1122 , ,, , 2-3",https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_beautiful_house_for_sale-51627861-8325-1.html,House,no,no,no,"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",4.3 Crore,43000000.0,For Sale,Beautiful House for sale,
1 hour ago,"DHA Phase 5, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2016', 'Parking Spaces', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features'], 'Rooms': ['Bedrooms: 4', 'Bathrooms: 5', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Store Rooms', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",10 Marla,5,4,PKR,,"5 BEDROOMS,6 WASHROOMS ,PROPER KITCHEN,DRAWING ROOM,DINING AREA,TV LOUNGE,BASEMENT,(S. QUARTER + WASHROOM) ,GARAGE + LAWN ,PRIME LOCATION,DIRECT DEAL,CONTACT FOR MORE INFORMATION:-",https://www.zameen.com/Property/dha_defence_dha_phase_5_10_marla_slightly_used_stunning_bungalow_for_sale-51627855-1447-1.html,House,no,yes,no,"DHA Defence, Lahore, Punjab",5.2 Crore,52000000.0,For Sale,10 Marla Slightly Used Stunning Bungalow For Sale,
1 hour ago,"Eden Avenue, Eden, Lahore, Punjab","{'Main Features': ['Built in year: 2000', 'Parking Spaces', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 3', 'Bathrooms: 3', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 1', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",10 Marla,3,3,PKR,,"Saqib Real Estate presents a gem: renovated 10-marla house for sale in Eden Avenue Airport Road Lahore. This meticulously crafted home is in excellent condition, offering 3 bedrooms with attached washrooms, a spacious drawing plus dining area, TV lounge, study room, kitchen, store room, and terrace. Adding to the allure, there's a spacious lawn area and car parking. ,Nestled in the heart of a secure community, this property ensures a safe and comfortable living environment with easy access to amenities. Call now for direct and transparent deal, with the opportunity for a meeting with the owner. Act fast to seize this exceptional offer! Contact us now for more details and to schedule a personal visit.",https://www.zameen.com/Property/eden_eden_avenue_hot_deal_alert_renovated_3_bed_house_in_excellent_condition_ideal_for_living_and_investment-51627864-75-1.html,House,no,no,no,"Eden, Lahore, Punjab",3.4 Crore,34000000.0,For Sale,Hot Deal Alert Renovated 3 Bed House In Excellent Condition Ideal For Living And Investment!,
5 hours ago,"Pak Arab Housing Society Phase 1, Pak Arab Housing Society, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 1', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 3', 'Bathrooms: 4', 'Drawing Room', 'Dining Room', 'Kitchens: 2'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'First Aid or Medical Centre', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",3 Marla,4,3,PKR,hot,"House Area: 3 Marla Double Story Modern House ,Society: Vital Homes Society Pak Arab society lahore (LDA Approved) ,Location: Ferozepur Road, Lahore,Utilities Available: , Electricity , Water , Gas with Free Cylinder,Amenities Nearby: , Schools , Markets , Parks , Masjid , Ring Road (5 min drive) , Metro Bus (2 min drive) , Graveyard,House Specifications:, Bedrooms: 3 , Washrooms: 3 , Kitchens: Double , TV Lounges: Double , Car Porch , Store Room,Nearby Places: , Schools , Masjid , Park , Lahore Ring Road , Markets , Graveyard, LDA Approved Society",https://www.zameen.com/Property/pak_arab_housing_society_pak_arab_housing_society_phase_1_3_marla_double_storey_hottest_location_a_house_at_vital_homes_pak_arab_housing_society_lahore-51413845-8246-1.html,House,no,no,no,"Pak Arab Housing Society, Lahore, Punjab",1.15 Crore,11500000.0,For Sale,"3 Marla Double Storey,Hottest Location A+ House At Vital Homes Pak Arab Housing Society Lahore",
5 hours ago,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar, Lahore, Punjab","{'Main Features': ['Built in year', 'Parking Spaces', 'Double Glazed Windows', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Other Main Features'], 'Rooms': ['Bathrooms', 'Drawing Room', 'Dining Room', 'Kitchens', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Sauna', 'Jacuzzi'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Other Facilities']}",5 Marla,4,3,PKR,hot,"Main Features,Built in year: BRAND NEW,View: NICE,Parking Spaces: YES,Double Glazed Windows,Central Heating,Flooring: Tiles,Electricity Backup: Other,Other Main Features: YES,Rooms,Bathrooms: YES,Kitchens: YES,Other Rooms: YES,Business and Communication,Broadband Internet Access,Satellite or Cable TV Ready,Other Business and Communication Facilities: YES,Community Features,Community Lawn or Garden,Community Swimming Pool,Community Gym,First Aid or Medical Centre,Day Care Centre,Kids Play Area,Barbeque Area,Mosque,Community Centre,Other Community Facilities: YES,Nearby Locations and Other Facilities,Nearby Schools: YES,Nearby Shopping Malls: YES,Distance From Airport (kms): YES,Other Nearby Places: YES,Other Facilities,Maintenance Staff,Security Staff,Other Facilities: YES",https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_phase_2_5_marla_hot_location_very_resonable_price_house_for_sale_in_dha_11_rahber_sector_2-51424698-3717-1.html,House,no,yes,no,"DHA 11 Rahbar, Lahore, Punjab",2.05 Crore,20500000.0,For Sale,5 MARLA HOT LOCATION VERY RESONABLE PRICE HOUSE FOR SALE IN DHA 11 RAHBER SECTOR 2,
5 hours ago,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar, Lahore, Punjab","{'Main Features': ['Parking Spaces: 4', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Floors: 2'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 1', 'Drawing Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Store Rooms: 1'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places']}",5 Marla,4,3,PKR,hot,"Main Features,Double Glazed Windows,Flooring: Tiles,Business and Communication,Broadband Internet Access,Community Features,Community Lawn or Garden,Community Swimming Pool,Community Gym,First Aid or Medical Centre,Day Care Centre,Kids Play Area,Barbeque Area,Mosque,Community Centre,Nearby Locations and Other Facilities,Nearby Schools: YES,Nearby Shopping Malls: YES,Distance From Airport (kms): YES,Other Nearby Places: YES",https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_phase_2_5_marla_beautiful_spanish_house_for_sale_in_dha_11_rahber_sector_2-51524897-3717-1.html,House,no,yes,no,"DHA 11 Rahbar, Lahore, Punjab",1.65 Crore,16500000.0,For Sale,5 MARLA BEAUTIFUL SPANISH HOUSE FOR SALE IN DHA 11 RAHBER SECTOR 2,
5 hours ago,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4, Bahria Orchard, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 1', 'Lobby in Building', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floor: 2', 'Floors in Building: 3', 'Elevators: 4', 'Service Elevators in Building', 'Other Main Features'], 'Rooms': ['Bedrooms: 2', 'Bathrooms: 2', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 1', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Business Center or Media Room in Building', 'Conference Room in Building', 'Intercom', 'ATM Machines', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Laundry or Dry Cleaning Facility', 'Communal/Shared Kitchen', 'Facilities for Disabled', 'Other Facilities']}",5 Marla,2,2,PKR,hot,"You can be certain to find a home in Lahore due to the property options it offers. You're in for luck, as Flat is available at affordable prices. You don't want to miss the opportunity of booking your unit at a price of PKR Rs. 5000000 as it is quite lucrative. 5 Marla sized property options are limited, so make your decision while it's still available. Buying a property from our offerings will give you just what you need. Investing in a Flat in Bahria Orchard Phase 4 - Block G5 is a wise decision as it is quite sought-after. ,Details of the property are mentioned below. ,Contact us today, for more information. ,You can wash your laundry in privacy with a dedicated laundry room that comes with the Flat. ,The property comes with a lounge to create some great family time. ,An adjoining drawing room also comes with the property to complete your home. ,The Flat has double glazed windows which keeps the house warmer in winter and provides better protection. ,Central air conditioning so you are saved from the grueling heat of the summer months. ,The property has a spacious drawing and dining room to allow you to entertain in style. ,Reach out to us and our team can answer all your queries.",https://www.zameen.com/Property/bahria_orchard_phase_4_bahria_orchard_phase_4_-_block_g5_5_marla_2_bed_apartment_for_sale_in_bahria_orchard_lahore-51623720-15717-1.html,Flat,no,yes,no,"Bahria Orchard, Lahore, Punjab",50 Lakh,5000000.0,For Sale,5 Marla 2 Bed Apartment For Sale In Bahria Orchard Lahore,
4 hours ago,"New Lahore City, Lahore, Punjab","{'Rooms': ['Bedrooms: 3', 'Bathrooms: 4', 'Drawing Room', 'Dining Room', 'Kitchens: 2']}",3 Marla,4,3,PKR,hot,"* Sarina's builder offers you Ready houses on cash (Full Paid). ,* We are also deal Homes on Installments & delivered in 4 to 6 months as per your selected design or Map (3 years Easy installments Plan),* Model houses available for visit (For installments/construction Plan),* For installments plan House pictures are used as Sample Houses.",https://www.zameen.com/Property/lahore_new_lahore_city_3_years_installments_plan_brand_new_house_for_sale_in_new_lahore_city-50167691-8152-1.html,House,yes,yes,yes,"New Lahore City, Lahore, Punjab",1.1 Crore,11000000.0,For Sale,3 Years Installments Plan Brand New House For Sale In New Lahore City,
4 hours ago,"Park View City, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 1', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 4', 'Bathrooms: 5', 'Servant Quarters: 01', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 01', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",5 Marla,5,4,PKR,hot,"* Sarina'S Builder Offers You Ready Houses On Cash (Full Paid). ,* We Also Deal Homes On Installments &Amp;Amp; Delivered In 4 To 6 Months As Per Your Selected Design Or Map (3 Years Easy Installments Plan),* Model Houses Available For Visit (For Installments/Construction Plan),* For Installments Plan House Pictures Are Used As Sample Houses.",https://www.zameen.com/Property/lahore_park_view_city_3_years_installment_plan_luxury_designer_house_in_park_view_city_lahore-49962530-1466-1.html,House,yes,yes,yes,"Park View City, Lahore, Punjab",1.6 Crore,16000000.0,For Sale,3 Years Installment Plan Luxury Designer House In Park View City Lahore,
2 days ago,"Bismillah Housing Scheme, GT Road, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 3', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",5.4 Marla,6,5,PKR,super hot,"WE DEAL ALL KIND OF PROPERTY IN BISMILLAH HOUSING SOCIETY. ,AL AHMED GARDEN HOUSING SCHEME. ,1_SALE,2_PURCHASE,3_RENT,THIS HOUSE IS VERY BEAUTIFUL AND OSAM LOOK. ,ALL FACILITIES AVAILABLE IN THIS HOUSE,IT HAVE 4 BEDROOMS ATTACHED BATH AND WARDROBES 2 KITCHENS AND SEDAN GIRAJ. ,9KM DISTANCE OF AIRPORT. ,0.5 KILOMETER DISTANCE OF MAIN ROAD,ALL FACILITIES IN WALKING DISTANCE,FURTHER DETAILS ON CAL",https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_5_38_marla_luxury_house_for_sale_in_bismillah_housing_society_gt_road_manawan_lahore-51453266-8446-1.html,House,no,no,yes,"GT Road, Lahore, Punjab",2.3 Crore,23000000.0,For Sale,5.38 Marla Luxury House For Sale In Bismillah Housing Society GT Road Manawan Lahore.,
2 days ago,"DHA Phase 7, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 4', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 2', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 2', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",1 Kanal,6,5,PKR,super hot,"COMPLETE WIRING OF UPS AND GENERATOR DONE IN THE HOUSE,NEAR TO PARK MOSQUE SCHOOL MARKET ,ALL THE CONSTRUCTION NEAR AND ADJACENT TO THE HOUSE IS NEW,SPACIOUS GREEN BELT,HOUSE IS COMPLETED ACCORDING TO SOCIETY BY LAWS,THE SUPERB ELEVATION HOUSE LOCATION IS EXCELLENT ,MAIN HOSPITALS ARE SO NEARBY THAT HARDLY JUST 5 MINUTES AWAY FROM THE PREMISES ,ALL THE BASIC NECESSITIES OF LIFE ARE AVAILABLE ,ALL THE BASIC UTILITIES ARE AVAILABLE INCLUDING CONNECTIONS TO WATER SEWAGE GAS AND ELECTRICITY,ADDITIONAL FEATURES,A GATED COMMUNITY PROVIDES YOU A SENSE OF SECURITY EVEN IF YOU ARE NOT AT HOME ,WALKING DISTANCE FROM THE PARK ,THE MOSQUE IS NEARBY ,NEAR FOOD STREET ,DEMAND IS VERY REASONABLE EVEN IF WE COMPARE TO THE AREA WHICH IS NOT EVEN CLOSE TO SUCH ,PEACEFUL AREA ,NOTE,FOR EXCEPTIONAL SERVICES KINDLY DO NOT HESITATE TO CALL US AS OUR EXPERT TEAM IS AVAILABLE ALL THE TIME TO PROVIDE YOUR SERVICES OR GUIDE ANY OF YOUR PROPERTY RELATED INQUIRES AS WE DEAL FROM RENTING PROPERTY TO SELLING PLOTS BOTH RESIDENTIAL COMMERCIAL AND HOUSES",https://www.zameen.com/Property/dha_defence_dha_phase_7_100_original_add_1_kanal_modren_house_for_sale_in_dha_phase_7-50768278-1450-1.html,House,no,no,no,"DHA Defence, Lahore, Punjab",8 Crore,80000000.0,For Sale,100% Original Add 1 KANAL MODREN HOUSE FOR SALE IN DHA PHASE 7,
